,phrase,prompt,phrase_length,phrase_num_words,mean_word_len,phrase_non_stopwords,cleaned_phrase
5902,Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain,74,13,4.769230769230769,7,chronic bone disease level double lower estremidades
5903,I have tried to relief it but I can't,Body feels weak,37,9,3.2222222222222223,5,tried relief
5904,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound,88,18,3.9444444444444446,10,daughter ear pierced ear lobe bright red burning hot
5905,There is a sharp pain in my calve.,Muscle pain,34,8,3.375,4,sharp pain calve
5906,I feel strong pain in my knee after it was hit during the football match.,Injury from sports,73,15,3.933333333333333,8,feel strong pain knee hit football match
5907,My head is spinning when I get up.,Feeling dizzy,34,8,3.375,5,head spinning
5908,cramps along the whole abdomen,Stomach ache,30,5,5.2,2,cramp abdomen
5909,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy,66,13,4.153846153846154,9,stand quickly start feel dizzy lightheaded
5910,"My skin color on my back is red, I don't know why.",Skin issue,50,12,3.25,8,skin color red know
5911,I feel pain in my back,Back pain,22,6,2.8333333333333335,3,feel pain
5912,I feel abdominal pain,Stomach ache,21,4,4.5,4,feel abdominal pain
5913,"I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary.",Blurry vision,99,21,3.761904761904762,11,worried driving barely focus wheel eye feel teary
5914,I can`t stop coughing.,Cough,22,4,4.75,4,cant stop coughing
5915,i have a very bad cough,Cough,23,6,3.0,2,bad cough
5916,i have a problem in seeing objects it is too difficult to see,Blurry vision,61,13,3.769230769230769,4,problem seeing object difficult
5917,There is pain in my joints. I can not bear pain,Joint pain,47,11,3.3636363636363638,6,pain joint bear pain
5918,It hurts when I raise my arm up,Shoulder pain,31,8,3.0,5,hurt raise arm
5919,I feel pain when i think of her,Emotional pain,31,8,3.0,4,feel pain think
5920,I was kicked in the head playing soccer last night.,Injury from sports,51,10,4.2,6,kicked head playing soccer night
5921,"i was playing basketball yesterday, i have sprained ankle",Injury from sports,57,9,5.444444444444445,5,playing basketball yesterday sprained ankle
5922,My face break out badly every month around my cycle.,Acne,52,10,4.3,6,face break badly month cycle
5923,my neck hurts me and i can't look down or up,Neck pain,44,11,3.090909090909091,4,neck hurt look
5924,I have throbing in my shoulder,Shoulder pain,30,6,4.166666666666667,3,throbing shoulder
5925,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache,105,23,3.5652173913043477,11,feel like hitting head hammer feel pain head throb
5926,I hit myself and the would doesn't want to heal,Open wound,47,10,3.8,5,hit want heal
5927,My acne itches and oozes.,Acne,25,5,4.2,4,acne itch ooze
5928,is my cut infected or just healing?,Infected wound,35,7,4.142857142857143,3,cut infected healing
5929,Mr hair is falling out just by combing it.,Hair falling out,42,9,3.7777777777777777,5,hair falling combing
5930,My knee doesn't want to bend well.,Knee pain,34,7,4.0,6,knee want bend
5931,My face is all broken out with pimples.,Acne,39,8,4.0,4,face broken pimple
5932,My hair is falling out in bunches.,Hair falling out,34,7,4.0,4,hair falling bunch
5933,I can't turn my neck to the left without feeling a stabbing pain,Neck pain,64,13,4.0,8,turn neck left feeling stabbing pain
5934,I have a very rash sensation close to my arms,Skin issue,45,10,3.6,5,rash sensation close arm
5935,I have the impression of having no strength in my body,Body feels weak,54,11,4.0,5,impression having strength body
5936,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
5937,I think I sprained my ankle it really hurts.,Injury from sports,44,9,4.0,6,think sprained ankle hurt
5938,My acne is really embarassing. It's so read.,Acne,44,8,4.625,5,acne embarassing read
5939,My hair is falling out in bunches.,Hair falling out,34,7,4.0,4,hair falling bunch
5940,In the morning my respiration is loud.,Hard to breath,38,7,4.571428571428571,4,morning respiration loud
5941,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts,65,15,3.4,9,feel like heart going leap body hurt
5942,My sore isn't healing well and it's been like this for two weeks.,Open wound,65,13,4.076923076923077,7,sore healing like week
5943,When i'm doing sport I have pain under my skin,Muscle pain,46,10,3.7,6,sport pain skin
5944,I have a rash and it itches very bad.,Skin issue,37,9,3.2222222222222223,4,rash itch bad
5945,How do you know if you have a torn meniscus in your knee?,Knee pain,57,13,3.4615384615384617,5,know torn meniscus knee
5946,I have the impression of having no strength in my body,Body feels weak,54,11,4.0,5,impression having strength body
5947,I hit my head at the basketball game.  Could I have a concussion?,Injury from sports,65,13,4.0,8,hit head basketball game concussion
5948,My acne is really embarassing. It's so read.,Acne,44,8,4.625,5,acne embarassing read
5949,I get chills and aches all over.,Feeling cold,32,7,3.7142857142857144,4,chill ache
5950,When I play sports  I have some burning sensation in my spine,Back pain,61,12,4.083333333333333,8,play sport burning sensation spine
5951,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain,131,29,3.5172413793103448,17,mind feel sad hurt way feel head awful think breakup cry sadness
5952,My skin is very dry and peeling.,Skin issue,32,7,3.7142857142857144,4,skin dry peeling
5953,When i'm driving my eyes see in double,Blurry vision,38,8,3.875,5,driving eye double
5954,I was very active in sports but now my body is feeling pain.,Injury from sports,60,13,3.6923076923076925,6,active sport body feeling pain
5955,I have a cut that is red and swollen.,Infected wound,37,9,3.2222222222222223,4,cut red swollen
5956,"When I walk up a flight of stairs, my right knee hurts.",Knee pain,55,12,3.6666666666666665,8,walk flight stair right knee hurt
5957,I have constant stomach pain and bloating.,Internal pain,42,7,5.142857142857143,5,constant stomach pain bloating
5958,My back hurts me and i can't bend it or walk,Back pain,44,11,3.090909090909091,5,hurt bend walk
5959,I feel heart pain when I walk a lot,Heart hurts,35,9,3.0,7,feel heart pain walk lot
5960,"My stomach aches when I eat hot food, why?",Stomach ache,42,9,3.7777777777777777,8,stomach ache eat hot food
5961,I can't stop coughing,Cough,21,4,4.5,4,stop coughing
5962,Hearing any loud sounds makes my ear aches,Ear ache,42,8,4.375,6,hearing loud sound make ear ache
5963,i'm injured i can't play sports,Injury from sports,31,6,4.333333333333333,5,injured play sport
5964,"after playing football, i have muscle pain with my both legs.",Muscle pain,61,11,4.636363636363637,5,playing football muscle pain leg
5965,I get breakouts on my chest with red patches that get more intense when i get hot.,Acne,82,17,3.8823529411764706,7,breakout chest red patch intense hot
5966,He was discovered to have an open wound.,Open wound,40,8,4.125,4,discovered open wound
5967,When I think of my parents I feel pain,Emotional pain,38,9,3.3333333333333335,7,think parent feel pain
5968,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain,68,13,4.3076923076923075,9,knee feel like rusted suddenly bend anymore
5969,I have pimples on my back.,Acne,26,6,3.5,3,pimple
5970,Every time I look to left I feel a sharp pain in my neck.,Neck pain,57,14,3.142857142857143,10,time look left feel sharp pain neck
5971,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain,57,12,3.8333333333333335,7,feel pain shoulder write keyboard
5972,I have a blurry vision after my head was hit yesterday.,Blurry vision,55,11,4.090909090909091,6,blurry vision head hit yesterday
5973,I wake up at night feeling cold,Feeling cold,31,7,3.5714285714285716,5,wake night feeling cold
5974,When I play football I have muscle pain.,Muscle pain,40,8,4.125,7,play football muscle pain
5975,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound,101,20,4.1,12,believe infected wound hand paper cut seriously
5976,When I tried to take care if my hair I found that it is falling out,Hair falling out,67,16,3.25,8,tried care hair found falling
5977,"I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye, I think it is pretty serious, please help!",Open wound,140,30,3.7,16,fell window cleaning shard glass stuck left eye think pretty help
5978,Surgical wound infections,Infected wound,25,3,7.666666666666667,3,surgical wound infection
5979,There are some pimples on my face that bother me a lot,Acne,54,12,3.5833333333333335,5,pimple face bother lot
5980,I feel really sad all the time.,Emotional pain,31,7,3.5714285714285716,4,feel sad time
5981,is my cut infected or just healing?,Infected wound,35,7,4.142857142857143,3,cut infected healing
5982,I have pain in my chest that saddens me.,Heart hurts,40,9,3.5555555555555554,5,pain chest saddens
5983,There's swelling in my neck and it hurts.,Neck pain,41,8,4.25,4,swelling neck hurt
5984,My knees seem to grind as I go up or down stairs.,Knee pain,49,12,3.1666666666666665,5,knee grind stair
5985,I have shooting pains up and down my back.,Back pain,42,9,3.7777777777777777,4,shooting pain
5986,I can't turn my neck to the left without feeling a stabbing pain,Neck pain,64,13,4.0,8,turn neck left feeling stabbing pain
5987,What helps cuts heal faster?,Open wound,28,5,4.8,5,help cut heal faster
5988,I cut myself and I'm bleeding.,Open wound,30,6,4.166666666666667,4,cut bleeding
5989,After walking I have some pain under my foot,Foot ache,44,9,4.0,5,walking pain foot
5990,There are lots of hairs on my pillow in the morning.,Hair falling out,52,11,3.8181818181818183,5,lot hair pillow morning
5991,I have constant stomach pain and bloating.,Internal pain,42,7,5.142857142857143,5,constant stomach pain bloating
5992,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache,93,18,4.222222222222222,10,hear ear properly feel like causing irritation
5993,My hair is falling out in bunches.,Hair falling out,34,7,4.0,4,hair falling bunch
5994,It feels like my heart is going to leap out of my body. It hurts.,Heart hurts,65,15,3.4,9,feel like heart going leap body hurt
5995,I have a very rash sensation close to my arms,Skin issue,45,10,3.6,5,rash sensation close arm
5996,my left side aches much,Internal pain,23,5,3.8,2,left ache
5997,Surgical wound infections,Infected wound,25,3,7.666666666666667,3,surgical wound infection
5998,When I tried to be warm and wear more clothes I found that I was still cold,Feeling cold,75,17,3.4705882352941178,10,tried warm wear clothes found cold
5999,Every time I look to left I feel a sharp pain in my neck.,Neck pain,57,14,3.142857142857143,10,time look left feel sharp pain neck
6000,i was travelling by ship and i feel dizzy.,Feeling dizzy,42,9,3.7777777777777777,4,travelling ship feel dizzy
6001,I had an accident and my wound was open when I arrived to hospital,Open wound,66,14,3.7857142857142856,7,accident wound open arrived hospital
6002,I do not know why I feel cold,Feeling cold,29,8,2.75,5,know feel cold
6003,I feel very hard to breathe,Hard to breath,27,6,3.6666666666666665,4,feel hard breathe
6004,It is like I have a needle pushing through my heart.,Heart hurts,52,11,3.8181818181818183,6,like needle pushing heart
6005,I have constant stomach pain and bloating.,Internal pain,42,7,5.142857142857143,5,constant stomach pain bloating
6006,I lose a lot of my hair,Hair falling out,23,7,2.4285714285714284,4,lose lot hair
6007,I need a kind of cream wich make my muscles more relaxed,Muscle pain,56,12,3.75,7,need kind cream wich muscle relaxed
6008,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,Foot ache,106,20,4.35,9,nerve damaged operation ankle stand touched scar
6009,"redness, swelling, and difficulty walking",Knee pain,41,5,7.4,4,redness swelling difficulty walking
6010,I feel a sharp pain in my stomach,Internal pain,33,8,3.25,5,feel sharp pain stomach
6011,I chopped off the tip of my finger while I was cutting some cardboard and I cannot stop the bleeding.,Open wound,101,20,4.1,10,chopped tip finger cutting cardboard stop bleeding
6012,there is acne on my face,Acne,24,6,3.1666666666666665,2,acne face
6013,I have a problem in the expiration because i have abronchial asthma,Hard to breath,67,12,4.666666666666667,5,problem expiration abronchial asthma
6014,Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain,60,13,3.6923076923076925,7,shoulder aching try pick laundry
6015,When I played football I dislocated my shoulder,Injury from sports,47,8,5.0,7,played football dislocated shoulder
